County,current,Predicted,change
sd.walworth,22.32,27.8,-5.4799995
ct.new london,0,0,0
la.claiborne,17.425531,18.93617,-1.5106392
sd.day,17.92,25.6,-7.6800003
ia.madison,32.16,42.76,-10.599998
la.iberville,227.6,326.6,-99
ne.polk,20.5625,25.375,-4.8125
ne.platte,65.64706,92.17647,-26.529411
ne.red willow,31.12,45.28,-14.159998
mn.rock,33.07143,48.25,-15.17857
ne.butler,33.75,48.6,-14.849998
pa.clinton,9.810811,19.657658,-9.846847
il.clinton,54.228573,72.91428,-18.68571
ne.antelope,10.162162,13.216216,-3.0540543
ne.kimball,20.333334,29.333334,-9
oh.washington,8.645833,16.758333,-8.1125
ar.scott,18.916666,25,-6.083334
pa.somerset,12.138392,25.477678,-13.339286
ne.pierce,11.8,16.725,-4.925
pa.mifflin,21.593496,42.593494,-20.999998
me.androscoggin,3.8819876,5.583851,-1.7018633
in.boone,63.48077,95.51923,-32.038464
pa.greene,12.662337,23.428572,-10.766234
ms.covington,43.028572,50.114285,-7.0857124
ga.gilmer,29.16,30.48,-1.3199997
pa.monroe,13.535384,21.95077,-8.415385
ms.marion,28.755102,33.489796,-4.7346935
ga.greene,10.932432,11.472973,-0.5405407
mn.wabasha,50.76,80.04,-29.280003
sd.hughes,36.1,46.08,-9.980003
ga.paulding,20.227425,24,-3.7725754
mn.winona,32.545456,47.545456,-15
al.macon,5.7552447,7.048951,-1.2937064
ma.franklin,9.629213,13.157304,-3.5280905
va.montgomery,16.785156,18.324219,-1.5390625
oh.wayne,24.89674,35.961956,-11.065216
ms.tippah,59.28,66.68,-7.4000015
ms.stone,37,49.16,-12.16
mn.otter tail,28.075188,49.661655,-21.586468
mn.lake,19.24,34.44,-15.199999
mn.koochiching,9.612245,15.204082,-5.591837
mn.traverse,6.76,10.8,-4.04
mn.pennington,23.171429,42.314285,-19.142857
mn.chisago,59.491802,93.52459,-34.032787
mn.kanabec,16.244898,26.530613,-10.285715
mn.kittson,20.4,35.933334,-15.533335
mn.roseau,58.56,103.8,-45.24
mn.kandiyohi,35.97059,56.42647,-20.455883
mn.meeker,48.057144,90.942856,-42.88571
mn.aitkin,34.84,61.6,-26.759998
mn.carver,51.972477,90.642204,-38.669727
mn.crow wing,19.424528,32.377357,-12.952829
mn.sherburne,126,217.88889,-91.888885
mn.stevens,11.055555,17.814816,-6.75926
mn.wilkin,20.04,32.24,-12.200001
mn.redwood,46.76,83.08,-36.320004
mn.sibley,45.3,81.45,-36.149998
me.franklin,4.4615383,7.230769,-2.7692308
mn.rice,96.061226,164.7347,-68.67347
mn.dakota,101.189186,159.51352,-58.324333
ny.cayuga,13.373737,19.979797,-6.60606
or.harney,5.318182,9.227273,-3.909091
id.minidoka,74.32,89.32,-15
wa.benton,21.46085,28.910515,-7.449665
id.jerome,82.44,108.08,-25.64
or.malheur,52.77551,57.02041,-4.2448997
va.prince edward,7.913793,8.620689,-0.7068963
va.charlottesville,0,0,0
va.spotsylvania,36.1,42.3,-6.200001
va.galax,0,0,0
va.halifax,4.71875,5.7760415,-1.0572915
va.prince william,83.510284,97.06173,-13.551445
va.roanoke,32.045456,42.581818,-10.536362
va.fredericksburg,0,0,0
va.hopewell,0,0,0
va.gloucester,8.641791,10.029851,-1.3880596
va.lee,15.6285715,20.928572,-5.3
va.franklin,50.10811,65.51351,-15.405403
va.winchester,0,0,0
va.alleghany,2.2146342,3.3414633,-1.1268291
va.williamsburg,0,0,0
vt.rutland,2.4471545,4.3170733,-1.8699188
va.roanoke city,5.0255556,5.882222,-0.85666656
oh.hardin,55.6,101.88,-46.28
vt.chittenden,3.3772242,4.8469753,-1.4697511
vt.orange,10.76,23.52,-12.76
wa.jefferson,7.52,12.12,-4.6
sc.hampton,28.34375,29.875,-1.53125
wa.yakima,31.916666,38.178032,-6.261366
wa.cowlitz,8.633663,12.574258,-3.9405947
oh.ottawa,67.16,106.48,-39.32
sc.sumter,16.15901,17.597174,-1.4381638
wa.pierce,9.025332,11.69809,-2.6727571
pa.fayette,12.515901,24.339222,-11.823321
sc.dillon,21.898735,22.594936,-0.6962013
sc.darlington,18.297873,19.148935,-0.8510628
sc.lee,46.95,49.05,-2.0999985
sc.allendale,18.56,19.76,-1.2000008
sc.newberry,25.844444,27.822222,-1.9777775
sc.orangeburg,13.853821,14.827243,-0.97342205
tn.haywood,49.916668,53.88889,-3.9722214
va.lexington,0,0,0
oh.champaign,176.375,297.375,-121
va.bath,3.56,4.96,-1.4000001
wa.ferry,5.28,15.68,-10.4
mt.lewis and clark,18.064676,29.462687,-11.39801
wa.thurston,7.9662447,10.584388,-2.618143
co.moffat,16.12,33.64,-17.519999
id.clearwater,8.73494,15.240964,-6.5060244
id.latah,77.12,96.16,-19.04
or.clatsop,1.5259515,1.532872,-0.006920457
id.shoshone,25.44,37.28,-11.839998
id.benewah,17,21.631578,-4.6315784
ny.herkimer,40.8,72,-31.2
or.wasco,13.489796,17.020409,-3.530613
or.wallowa,1.2807018,1.5614035,-0.28070176
or.tillamook,7.16,9.96,-2.8000002
id.bonner,53.64,74.72,-21.080002
or.morrow,34.666668,38.42857,-3.7619019
id.valley,12.76,18.8,-6.039999
id.lemhi,24.555555,32.666668,-8.111113
or.lincoln,14.82,20.52,-5.700001
sd.jerauld,15.5,18.625,-3.125
sd.bon homme,31.422222,44.333332,-12.91111
tn.marshall,81.96,97.48,-15.520004
ny.putnam,21.707317,34.32927,-12.621952
ky.harlan,7.3533335,8.44,-1.0866661
ny.schoharie,6.975,10.75,-3.775
ny.schuyler,14.8,21.52,-6.7200003
ky.graves,20.074766,32.149532,-12.074766
